The	O
authors	O
describe	O
the	O
case	O
of	O
a	O
56	O
year	O
old	O
woman	O
with	O
chronic	O
,	O
severe	O
heart	O
failure	O
secondary	O
to	O
dilated	O
cardiomyopathy	O
and	O
absence	O
of	O
significant	O
ventricular	O
arrhythmias	O
who	O
developed	O
QT	O
prolongation	O
and	O
torsade	O
de	O
pointes	O
ventricular	O
tachycardia	O
during	O
one	O
cycle	O
of	O
intermittent	O
low	O
dose	O
(	O
2.5	O
mcg	O
/	O
kg	O
per	O
min	O
)	O
dobutamine	O
.	O
This	O
report	O
of	O
torsade	O
de	O
pointes	O
ventricular	O
tachycardia	O
during	O
intermittent	O
dobutamine	O
supports	O
the	O
hypothesis	O
that	O
unpredictable	O
fatal	O
arrhythmias	O
may	O
occur	O
even	O
with	O
low	O
doses	O
and	O
in	O
patients	O
with	O
no	O
history	O
of	O
significant	O
rhythm	O
disturbances	O
.	O
The	O
mechanisms	O
of	O
proarrhythmic	O
effects	O
of	O
Dubutamine	O
are	O
discussed	O
.	O

